year,id,dem03,dem04,dem01,dem14_01,dem14_02,Q2,Q3,Q4,uni04_01,uni04_02,uni04_03,uni04_04,Q5_1,Q5_5,Q5_2,Q5_3,Q5_9,Q5_6,Q6,Q8,Q9,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,uni10,uni11,Q11,Q12,nk03_03,Q13,Q14,Q15,nk07_01,nk07_02,nk07_03,nk07_04,nk07_06,nk07_07,nk08_01,nk08_02,nk08_03,nk08_04,nk09_01,nk09_02,nk09_04,nk09_05,nk09_06,nk09_07,nk10,nk11,nkp02_01,nkp02_02,nkp01,nkp04,Q18,nkp05,nkp06,nkp07_01,nkp07_03,nkp07_05,nkp07_06,nkp07_08,nkp07_10,nkp09_01,nkp09_02,nkp09_03,nkp09_04,nkp09_05,int01,Q19_1,Q19_2,Q19_3,Q19_4,Q20,int04_01,int04_02,int04_03,int04_04,Q21,Q22,Q23,Q24_1,Q24_2,Q24_3,Q24_4,Q25_1,Q25_2,Q25_3,Q25_4,Q26_1,Q26_2,Q26_3,Q26_4,int11_01,int12_01,int12_03,int12_02,int12_04,int13,int14,sk02_01,sk02_02,sk02_03,sk02_04,sk02_05,sk02_08,sk03,sk05_08,sk05_09,sk05_01,sk05_03,sk05_05,sk05_10,sk05_06,sk05_11,sk09,sk10,sk01,nk12,sk13,sk07,Q27,sk18,sk17,sk19_1,sk19_2,sk19_3,sk20_01,sk20_02,sk21,dem08,dem05,dem07,dem06,dem09,dem10,dem11,dem12,dem13,wt
5,1002,11,3,1,2,36,2,2,2,1,1,1,1,2,3,2,4,2,2,3,2,3,2,3,2,4,4,5,2,2,2,2,3,3,3,2,4,3,2,4,4,4,2,2,2,2,2,1,1,2,2,1,2,4,2, ,2,1,3,3,3,3,2,2,3,1,3,2,2,2,2,2,2,4,4,4,4,2,3,2,3,2,2,4,1,1,2,2,2,1,2,3,3,2,4,4,4,1,1,1,1,1,1,1,2,2,2,1,1,1,2,3,4,1,1,2,4,4,2,4,2,7,2,3,3,2,8,2,1,5,3,4,5,1,6,1,4,98,10,3,3,1,11,1
5,1003,11,2,1,2,34,1,1,2,1,1,1,1,4,1,1,1,1,3,4,1,1,5,5,3,4,4,2,1,1,1,1,1,4,4,2,3,2,2,3,4,2,2,1,1,1,1,1,1,1,1,1,2,3,1, ,1,1,4,4,1,1,1,5,1,5,5,4,1,5,5,5,3,4,4,3,4,1,1,1,4,4,2,1,1,3,3,3,3,1,3,3,3,2,4,4,4,1,1,1,2,2,1,1,1,4,4,1,1,1,4,2,1,2,1,2,2,2,1,4,4,4,4,5,2,3,6,4,5,2,3,1,1,1,3,2,4,2,9,3,3,1,6,1
5,1004,11,2,1,2,35,1,2,5,2,2,2,1,1,1,2,3,1,1,1,2,2,5,4,5,5,5,4,3,2,1,2,3,3,3,1,1,1,2,2,4,3,2,2,2,2,1,1,1,1,2,1,1,1,2, ,2,2,3,3,2,2,2,3,3,2,3,1,2,2,2,4,3,3,4,3,2,1,2,2,3,3,1,3,1,1,1,1,1,3,2,3,3,2,4,3,3,1,1,1,2,1,1,1,1,4,4,1,1,2,2,1,2,2,2,2,2,3,3,2,1,8,1,2,2,2,2,2,1,2,4,1,1,1,6,2,4,98,8,4,5,2,12,1
5,1005,11,2,1,2,32,3,2,6,4,4,4,4,3,2,1,4,2,1,5,2,2,5,4,4,5,5,5,3,2,1,5,3,4,3,1,3,2,2,3,4,2,2,2,2,2,1,1,2,2,2,2,2,2,4,1,2,2,3,3,2,4,4,2,4,2,2,1,2,2,1,3,4,3,3,3,3,3,3,3,3,2,5,3,4,1,2,2,2,1,2,3,1,3,4,4,2,2,2,2,3,3,3,1,5,5,5,5,5,3,2,2,2,2,2,2,1,3,2,3,2,7,3,3,3,3,8,3,6,1,3,5,5,2,6,1,4,98,9,3,4,2,11,1
5,1006,11,2,1,2,37,5,4,6,3,3,3,3,4,4,4,4,4,4,3,4,4,5,4,5,5,5,5,3,3,1,3,4,2,2,2,4,3,3,3,3,3,2,2,2,2,1,1,1,1,1,1,2,1,3, ,4,4,4,4,3,5,5,5,5,5,5,1,2,1,1,3,4,1,1,1,1,3,3,4,3,2,1,4,2,1,3,3,3,1,2,1,1,3,4,4,2,1,1,1,3,3,2,3,2,5,5,1,1,3,1,2,2,1,1,1,4,4,1,4,1,5,3,5,3,3,8,3,1,3,5,6,6,4,5,2,3,1,5,5,6,5,8,1
5,1007,11,2,2,2,30,1,2,3,1,1,1,1,2,1,1,2,1,1,1,2,2,3,4,3,3,3,3,2,2,2,2,2,3,3,1,3,2,2,3,3,3,2,1,1,2,1,1,1,1,1,1,3,2,2, ,2,2,3,3,3,2,2,4,3,2,4,1,2,2,1,3,2,3,3,3,3,2,2,1,2,1,1,4,1,1,3,3,1,1,2,1,1,3,3,3,3,1,1,1,2,2,1,1,1,3,3,1,2,2,2,1,2,2,2,1,2,2,1,3,1,7,2,4,2,2,8,4,1,3,5,2,2,1,6,2,5,2,10,2,3,1,6,1
5,1008,11,3,2,2,31,2,2,6,3,3,2,2,2,3,2,4,4,3,3,2,3,4,4,5,5,4,4,2,2,2,2,2,3,2,3,4,4,4,4,4,4,2,2,2,2,2,1,1,1,2,1,3,2,3, ,2,3,2,2,2,2,2,3,3,3,3,1,1,2,2,2,3,4,4,4,2,1,3,4,4,2,1,3,1,2,2,2,2,1,2,4,4,1,3,3,3,1,1,1,1,1,1,2,3,3,3,2,2,2,3,3,4,2,1,1,4,1,1,2,2,7,3,3,3,2,1,2,1,4,3,7,7,2,6,2,4,98,7,3,4,1,11,1
5,1009,11,2,2,2,32,4,3,6,3,2,3,3,3,2,2,2,2,2,3,3,2,4,4,3,4,4,4,3,2,1,5,3,3,3,2,4,4,4,4,4,4,2,2,2,2,1,1,2,1,1,1,1,1,4,1,4,3,3,3,5,2,2,1,3,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,2,1,3,1,2,1,1,1,3,3,3,3,3,3,3,3,1,2,2,2,2,3,2,5,5,5,5,5,5,2,1,2,1,1,2,2,2,1,3,3,8,2,4,3,3,8,3,1,4,6,5,5,5,9,2,4,98,6,3,3,2,2,1
5,1010,11,2,2,2,35,2,2,5,2,3,3,1,2,1,1,2,2,2,1,2,2,2,4,3,5,5,5,2,2,3,2,2,2,2,2,3,2,2,4,4,3,2,1,1,2,1,1,2,2,2,1,1,2,2, ,2,2,3,3,3,4,3,4,3,3,3,1,1,1,2,2,3,4,4,1,1,2,2,3,3,2,1,1,1,1,3,3,3,1,2,3,3,2,3,3,3,1,2,1,2,2,1,2,3,3,3,1,2,1,1,1,2,1,1,2,2,3,1,3,2,7,2,4,2,3,8,4,5,1,2,5,5,1,6,2,3,98,9,3,3,2,11,1
5,1011,11,2,2,2,34,3,2,2,3,2,3,2,2,1,2,2,1,2,3,2,2,4,2,2,4,4,4,2,1,1,4,2,2,3,1,3,2,4,4,4,2,2,2,1,2,1,1,2,2,1,1,1,1,4,2,3,2,3,3,3,2,3,3,2,3,2,1,2,2,2,2,3,2,2,1,1,2,3,2,3,2,1,2,1,1,3,2,3,1,2,3,3,2,3,4,3,2,1,2,3,2,3,2,2,2,3,1,3,2,2,1,2,1,2,3,3,2,1,3,2,4,2,3,2,3,2,3,4,5, ,5,5,1,6,2,4,2,6,3,4,2,11,1
5,1012,11,2,1,3,42,4,2,3,2,2,2,2,3,3,3,3,2,2,3,3,2,4,4,4,4,4,4,3,3,1,3,3,3,3,2,3,3,3,3,4,3,2,2,2,2,2,2,2,2,2,2,1,2,4,1,3,3,3,3,3,3,2,2,2,2,2,1,2,2,2,2,3,2,2,2,2,2,3,3,3,2,1,3,1,1,2,2,3,3,2,3,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,3,1,1,2,3,2,2,3,1,7,2,2,2,4,4,3,1,3,6,8,8,4,2,2,3,98,10,3,4,1,11,1
5,1013,11,3,1,3,40,4,2,6,2,3,3,2,2,2,1,3,3,2,3,3,4,4,5,4,4,3,5,1,1,2,5,4,3,3,2,4,2,4,4,4,4,2,2,2,2,2,1,1,3,1,1,2,1,3, ,2,2,2,2,2,2,2,2,4,2,2,1,2,3,2,3,3,2,2,2,1,1,3,3,4,2,1,4,4,1,3,3,3,1,2,3,3,2,3,3,3,1,2,2,3,3,2,2,3,3,3,2,2,2,3,2,4,1,1,3,3,3,3,3,3,8,2,4,2,3,2,3,1,3,4,4,7,1,6,1,9,2,7,3,4,1,11,1
5,1014,11,3,1,3,43,1,1,2,2,2,3,1,2,2,2,3,2,2,5,2,2,3,2,3,4,4,4,1,1,1,2,2,2,2,3,3,3,1,4,4,3,2,1,2,2,1,1,1,2,2,1,3,1,1, ,2,3,4,3,1,2,2,4,3,1,3,3,3,3,2,2,2,4,4,4,3,1,1,1,1,2,1,4,1,2,3,3,2,1,2,3,3,2,4,4,2,1,1,1,2,1,3,2,1,1,4,3,3,1,1,2,2,1,1,1,1,2,1,3,1,6,4,4,2,2,2,3,5,1,4,7,7,1,2,2,3,98,8,4,4,1,11,1
5,1015,11,2,1,3,42,3,2,4,2,2,2,2,2,2,2,2,2,2,3,3,3,3,4,3,4,4,5,2,1,2,2,2,2,2,3,3,2,3,3,4,4,2,2,2,2,2,2,2,2,2,2,2,1,3, ,2,2,3,3,1,2,2,3,2,3,3,2,3,2,2,2,3,3,3,2,2,1,3,3,3,2,1,2,1,3,2,3,3,3,2,3,4,3,3,3,3,1,3,3,3,3,1,1,3,3,3,2,3,3,2,1,3,2,2,2,3,3,2,3,2,7,3,4,3,3,3,3,1,3,5,3,3,5,2,2,3,1,8,4,4,2,11,1
5,1016,11,2,1,3,41,1,1,4,3,1,2,1,1,1,1,4,1,1,5,1,3,4,4,4,4,2,4,3,3,3,2,2,3,1,2,4,2,2,2,2,3,1,1,2,2,1,1,1,1,1,1,1,2,2, ,2,1,3,3,1,1,2,4,2,1,3,1,2,1,1,1,1,5,5,3,4,1,1,2,3,3,5,4,1,1,3,3,1,1,2,3,3,3,4,3,2,1,1,1,1,1,3,1,2,1,4,2,2,2,1,1,3,3,2,3,2,3,3,2,2,7,2,3,3,3,8,2,1, , ,5,3,2,6,2,4,98,12,2,3,1,11,1
5,1017,11,2,1,3,48,1,2,3,2,2,2,2,2,2,2,2,2,2,4,2,3,3,3,2,3,2,2,3,1,1,1,2,3,3,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,1,3,2,3, ,3,2,2,9,5,2,2,2,2,2,2,2,3,3,2,3,3,4,4,4,4,1,2,2,3,3,1,3,3,1,1,1,1,1,2,1,3,1,3,2,2,1,1,1,1,1,3,3,2,5,5,2,5,2,2,2,3,2,2,2,3,2,2,2,2,8,3,2,2,3,1,2,1,5,2,10,5,1,2,2,3,2,8,4,4,1,11,1
5,1018,11,3,2,3,40,1,1,2,1,1,1,1,1,1,1,3,2,1,1,3,3,2,3,2,3,3,2,1,1,1,2,2,3,3,2,2,1,2,2,3,3,2,2,2,2,1,1,2,1,1,1,2,1,1, ,2,1,3,3,1,1,1,3,3,1,4,1,3,2,3,3,2,5,5,4,2,1,1,2,3,1,3,4,1,1,3,3,2,1,3,3,3,2,4,4,4,1,1,1,3,2,1,1,2,2,1,1,1,1,2,1,2,1,2,2,3,3,2,3,2,9,2,3,2,2,2,3,3,4,6,10,3,1,2,2,3,2,6,4,4,1,11,1
5,1019,11,3,2,3,47,1,2,4,3,3,2,2,3,2,2,4,2,2,1,3,4,5,5,5,5,4,5,2,2,1,4,3,4,3,2,4,3,3,4,4,4,2,2,2,2,1,1,1,2,2,1,2,1,3, ,3,2,2,2,2,3,2,3,3,2,2,1,2,3,3,3,3,2,2,2,1,2,3,2,3,3,1,2,2,1,2,3,3,1,2,4,4,1,4,3,3,2,1,1,1,1,2,2,3,3,3,2,2,2,3,2,3,1,1,3,3,3,2,3,2,8,2,3,3,3,1,2,3,1,5,5,7,4,9,2,3,98,9,2,3,1,11,1
5,1020,11,2,2,3,43,3,2,3,2,1,3,2,3,3,2,3,2,2,3,3,3,3,3,3,4,4,4,2,1,2,2,2,3,2,1,4,3,3,3,4,3,2,2,1,2,1,1,1,2,2,1,1,2,3, ,2,2,3,2,3,3,3,3,3,2,3,2,2,2,3,4,2,3,3,2,2,2,2,2,3,3,1,3,3,1,2,2,2,1,2,1,4,2,3,3,3,1,1,1,2,2,3,2,5,5,5,2,5,5,1,2,2,1,1,2,3,2,2,3,2,5,2,2,3,3,8,2,1,4,2,3,5,2,9,2,4,3,10,4,4,2,11,1
5,1021,11,2,2,3,47,1,2,5,2,1,1,1,2,2,1,3,1,1,1,3,3,5,5,5,5,5,5,3,1,2,2,3,3,2,1,4,4,4,4,4,4,2,1,1,2,1,1,1,1,1,1,1,5,5,1,3,3,2,3,4,2,2,3,3,3,2,2,3,3,3,3,2,3,3,3,3,1,2,2,2,2,1,1,1,1,3,3,1,1,2,3,4,2,3,3,3,1,2,1,2,2,3,1,2,2,2,1,2,2,5,2,3,1,2,1,2,2,1,2,2,5,2,3,3,4,8,2,1,4,5,1,1,3,6,2,4,98,2,5,6,2,11,1
5,1022,11,2,2,3,40,3,2,3,4,2,3,3,3,2,2,3,2,3,1,2,3,3,5,2,5,5,5,3,3,3,1,3,3,2,2,4,2,2,3,2,4,2,2,2,2,1,1,1,1,1,1,3,2,4,1,4,2,3,3,2,2,2,3,2,2,2,2,2,2,2,3,2,2,2,2,3,1,3,2,3,2,3,3,1,2,2,2,2,3,2,3,3,2,3,3,3,2,2,2,2,2,1,2,2,3,3,2,2,2,1,2,2,1,1,1,3,3,2,3,1,5,3,4,3,3,8,4,1,3,4,1,1,1,2,2,4,98,3,4,4,3,11,1
5,1023,11,2,1,4,57,3,2,3,3,2,3,2,3,2,1,4,2,2,3,3,2,3,4,4,4,4,2,1,2,3,2,3,3,3,2,4,3,3,3,4,3,2,2,2,2,1,1,1,2,2,2,2,2,4,3,3,3,3,3,3,2,4,2,2,2,2,2,4,3,3,3,3,2,2,2,2,2,3,3,3,2,1,3,1,1,2,2,2,1,2,4,4,3,3,3,3,2,2,2,2,2,3,2,2,2,2,2,2,2,1,1,3,1,1,2,3,2,2,4,1,8,2,4,3,4,1,3,3,1,6,5,8,4,2,2,3,1,6,3,4,1,11,1
5,1024,11,3,1,4,52,2,2,4,3,2,2,2,2,3,3,4,3,3,1,2,3,4,5,5,4,5,5,1,1,2,1,2,2,2,3,3,3,2,3,4,4,2,2,2,2,1,2,1,1,1,1,2,1,2, ,1,2,3,3,2,2,1,4,2,3,4,1,3,3,2,3,3,4,5,4,4,1,2,2,3,3,1,2,2,2,2,3,2,1,2,3,2,2,3,4,4,1,1,1,1,1,1,2,2,2,2,3,3,2,2,2,3,3,1,2,4,4,3,3,3,6,3,4,3,3,4,2,1,3,4,4,8,1,2,2,3,98,5,4,4,1,11,1
5,1025,11,3,1,4,50,4,2,3,2,2,2,2,2,2,1,3,2,1,3,3,4,4,4,5,5,4,5,3,2,1,4,3,3,3,2,3,3,2,4,4,4,2,1,1,2,2,1,1,2,1,1,2,1,4,2,3,2,3,3,2,4,2,1,4,1,1,2,2,2,2,2,2,4,4,3,2,1,3,2,3,2,1,4,3,1,2,3,3,1,2,3,2,2,3,3,3,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,4,1,1,3,3,3,2,4,2,8,2,4,3,3,8,2,4,1,2,4,6,4,2,2,4,2,9,3,3,1,11,1
5,1026,11,2,1,4,59,1,2,2,2,2,2,2,2,1,1,3,3,3,1,2,4,5,5,5,5,5,5,2,2,1,2,4,2,2,2,3,3,3,3,3,4,2,2,2,2,1,1,1,2,2,1,2,2,3, ,3,1,3,3,5,1,1,1,3,3,1,1,3,3,3,3,3,2,2,2,1,2,2,2,2,3,1,4,2,1,2,4,2,1,2,3,3,3,3,3,3,2,2,1,3,3,2,1,2,2,3,1,1,2,2,1,2,1,1,2,2,3,1,3,1,7,2,2,1,4,2,2,1,3,5,3,5,5,2,2,3,98,4,3,5,3,11,1
5,1027,11,2,1,4,59,1,4,6,2,3,2,3,2,2,1,3,3,3,1,3,3,5,5,5,5,5,5,2,2,2,4,2,3,2,2,3,3,3,4,4,4,2,2,2,2,2,2,3,2,3,2,2,1,3, ,3,3,3,4,3,3,3,3,2,3,3,1,3,2,4,4,2,3,3,3,3,3,3,3,2,3,1,3,1,1,3,2,3,3,3,3,3,3,3,3,1,3,1,2,3,3,2,3,2,2,2,1,2,2,2,2,3,3,1,3,4,4,1,3,1,5,2,1,3,3,8,3,5,1,3,1,1,3,2,2,3,98,6,3,6,1,11,1
5,1028,11,2,2,4,57,4,2,4,2,2,2,2,2,2,2,4,2,2,3,3,2,4,4,4,4,4,4,3,2,2,4,3,3,3,3,3,3,3,3,3,3,2,1,2,2,1,2,2,2,2,2,2,2,3, ,3,3,2,2,3,2,2,2,4,2,3,2,4,4,2,4,2,4,4,4,4,2,3,3,3,2,1,3,4,1,2,2,2,1,2,3,4,3,3,3,3,1,2,2,2,2,3,2,2,1,3,2,2,3,1,1,4,2,1,2,2,2,2,3,1,7,3,2,2,2,1,2,1,3,6,4,3,1,3,2,3,1,4,4,4,1,11,1
5,1029,11,3,2,4,53,2,2,4,2,2,1,2,2,2,1,4,3,2,3,4,4,4,5,5,5,5,5,2,1,1,4,4,3,2,2,3,3,2,3,3,3,2,2,2,2,3,1,1,3,1,1,2,1,1, ,1,2,3,3,2,3,2,4,3,2,3,1,1,2,2,2,3,1,1,1,1,1,3,2,4,3,4,2,1,3,3,4,3,1,3,3,3,3,3,3,3,2,1,1,1,1,2,2,2,2,2,1,1,1,1,2,3,1,1,1,2,3,2,3,2,8,3,4,3,3,8,3,4,3,1,5,5,4,9,2,4,2,8,4,4,1,11,1
5,1030,11,3,2,4,54,2,2,6,3,2,2,2,3,2,2,4,3,1,3,3,4,4,3,3,4,5,4,3,2,1,5,3,4,3,1,2,2,3,2,3,3,2,2,1,2,1,1,2,2,2,1,1,1,5,1,3,3,3,3,3,2,4,1,4,1,2,1,4,3,3,3,2,2,3,2,1,2,3,2,2,2,1,4,2,1,2,2,2,1,3,3,3,1,2,3,3,2,1,1,1,1,2,2,2,2,3,2,2,2,2,1,2,1,1,2,3,3,1,3,2,6,2,4,2,4,1,2,1,3,4,6,6,1,9,2,3,2,6,4,4,1,11,1
5,1031,11,2,2,4,52,3,3,3,3,3,3,2,3,3,3,3,2,2,1,3,2,4,4,4,4,4,4,1,1,3,2,3,3,3,2,3,3,3,3,3,3,1,2,2,2,2,2,2,2,2,2,1,1,3, ,2,3,3,3,3,3,3,2,2,2,2,1,2,2,2,2,3,2,2,2,2,2,2,3,3,1,1,2,2,1,2,2,2,1,2,3,4,3,3,3,3,2,2,2,2,2,3,2,3,3,3,3,3,3,1,1,3,1,1,2,3,3,2,3,1,6,3,4,3,4,1,3,1,3,6,5,6,5,2,2,3,1,10,3,3,1,10,1
5,1032,11,2,2,4,50,5,3,6,4,4,4,4,3,4,4,3,4,4,5,4,4,5,5,5,5,5,5,3,3,3,5,4,4,4,3,4,4,3,3,3,3,2,1,1,2,1,1,1,1,1,1,3,2,5,1,3,4,3,4,4,5,5,5,1,5,1,1,5,3,3,3,3,4,4,4,4,3,3,3,4,3,1,4,4,2,2,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,2,3,1,1,1,1,1,3,2,1,2,1,1,1,2,1,1,4,3,1,3,5,4,1,8,4,5,6,3,1,1,5,2,2,3,3,10,3,5,2,11,1
5,1033,11,3,1,4,60,2,2,6,2,2,2,2,2,2,1,3,3,1,1,3,4,4,4,4,5,3,5,1,1,1,4,3,3,3,1,4,4,4,4,4,4,1,2,1,2,2,1,1,1,1,1,2,2,4,2,3,2,2,2,3,2,2,1,3,2,1,1,3,3,2,3,3,3,3,2,1,2,3,2,4,2,1,3,4,1,1,3,3,1,2,3,4,2,3,4,4,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,1,1,2,3,3,2,3,2,7,3,3,3,4,1,2,1,3,4,6,6,4,2,2,1,3,6,3,4,1,11,1
5,1034,11,3,1,4,65,1,2,3,2,2,2,2,2,2,1,3,3,2,3,3,3,3,3,4,4,4,4,2,2,1,4,3,3,3,2,4,3,3,4,4,4,2,2,2,2,2,1,1,2,1,1,2,2,4,1,3,3,3,3,2,3,3,2,3,2,1,1,2,3,3,3,2,5,5,5,2,2,3,2,4,3,1,3,3,1,2,2,2,1,2,3,3,2,3,3,3,1,1,1,2,2,2,2,2,2,2,1,2,2,1,2,3,1,1,2,3,1,1,3,1,8,2,2,3,3,8,2,3,1,2,6,4,1,2,2,2,98,5,4,4,1,11,1
5,1035,11,3,2,4,60,2,3,6,2,2,2,1,2,3,2,2,2,2,1,4,4,4,3,4,4,5,5,3,2,2,4,3,3,2,2,4,3,3,4,4,4,2,2,2,2,2,1,1,1,1,1,3,2,4,1,3,3,2,2,3,3,2,1,4,2,1,1,2,2,2,2,3,3,3,2,1,2,3,2,4,3,1,3,3,1,2,2,2,1,3,3,3,2,3,3,3,2,1,2,2,2,2,2,2,3,3,2,2,2,2,2,4,1,1,3,3,3,2,3,2,8,2,2,4,3,8,2,3,1,2,6,5,4,2,2,2,1,4,5,5,1,10,2
5,1037,13,2,1,1,21,2,2,3,2,3,1,2,1,3,1,3,2,2,3,3,3,3,4,2,3,4,1,3,2,1,1,3,2,1,1,2,3,3,2,3,3,2,2,2,2,1,1,1,2,3,1,3,1,4,4,2,3,2,2,2,3,2,2,3,2,2,1,2,3,2,4,3,3,4,4,2,1,3,2,3,2,1,3,1,1,2,2,2,1,4,4,4,3,3,3,3,1,2,2,3,3,2,2,3,3,3,3,2,1,2,2,3,3,1,2,3,3,2,2,1,8,1,2,2,3,8,2,1,3,2,6,2,1,10,1,4,2,8,3,3,2,13,1
5,1038,13,2,2,3,46,1,2,5,2,2,1,4,3,2,2,4,2,1,3,2,4,3,3,3,3,3,4,2,1,1,2,3,3,2,1,3,3,3,3,4,3,2,2,1,2,1,1,1,1,1,1,2,1,3, ,2,2,3,4,1,3,1,3,1,1,1,1,1,1,2,4,1,5,5,5,5,1,1,1,1,1,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,5,1,4,2,1,2,1,2,1,3,2,2,2,3,3,1,3,1,5,2,3,1,4,8,3,3,1,6,5,5,2,7,2,4,2,9,4,4,2,13,1
5,1039,13,2,2,4,55,3,2,3,2,2,2,2,3,3,3,3,3,3,1,2,2,4,4,4,3,4,5,2,3,2,2,3,3,3,3,4,3,3,3,4,2,2,2,2,2,3,3,2,2,2,1,3,5,2, ,3,2,3,4,3,2,1,3,2,4,3,3,3,2,3,4,3,2,2,3,2,2,3,3,3,3,4,1,2,1,4,2,3,1,2,3,4,3,3,3,3,1,2,3,3,3,2,2,2,5,2,2,3,5,2,1,2,2,2,2,2,2,1,3,1,8,3,3,2,3,8,3,1,6,5,3,2,2,9,2,2,98,7,3,3,1,12,1
5,1040,13,2,2,4,61,4,2,2,2,2,2,2,2,2,3,3,2,2,1,3,3,2,2,4,4,4,4,3,3,2,4,3,3,3,3,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,4,3,3,3,3,3,5,2,3,2,1,2,1,2,2,2,2,3,3,2,2,1,2,2,3,3,2,2,1,3,4,1,3,1,3,1,2,4,4,3,3,2,2,2,2,2,2,2,2,2,5,5,2,2,2,2,1,1,2,1,2,2,3,3,2,3,2,5,2,2,3,4,1,3,6,5,3,4,4,2,9,2,3,98,3,4,4,4,13,1
5,1041,13,2,1,3,42,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,3,3,1,1,3,2,2,1,2,1,4,4,4,4,4,4,3,1,2,2,2,1,1,1,2,2,1,4,1,1, ,1,1,4,4,1,1,1,5,5,5,5,3,2,1,2,1,1,5,4,4,5,1,4,1,4,1,3,1,1,4,3,4,3,3,2,3,3,4,4,4,2,3,2,2,4,3,1,2,1,4,4,1,4,1,4,1,1,1,1,9,3,1,1,4,2,1,4,5,1,1,3,4,5,3,2,1,1,1,1,1,3,98,3,4,5,5,13,1
5,1042,13,3,1,3,49,1,1,1,1,1,2,3,1,1,1,2,2,2,1,1,1,4,3,2,2,2,1,1,1,1,2,1,2,2,3,2,2,3,3,3,1,2,2,1,2,2,1,2,2,3,1,4,1,1, ,1,1,3,4,1,1,1,5,1,4,5,3,2,2,2,1,3,2,2,3,2,1,1,1,3,2,4,4,1,3,3,3,3,3,2,3,3,4,3,3,3,1,2,1,2,1,1,1,2,2,2,1,2,1,1,1,1,1,1,1,2,2,1,3,1,7,3,4,2,2,2,4,3,1,5,4,3,3,6,2,4,1,10,3,3,1,13,1
5,1043,13,3,2,4,59,1,2,2,2,2,2,1,2,2,3,3,2,2,3,2,3,4,5,4,4,4,4,2,2,2,1,3,3,2,2,4,3,4,4,4,4,2,2,2,2,3,2,2,2,2,1,2,2,2, ,2,3,2,3,2,2,4,4,2,2,2,1,2,2,2,3,2,4,4,4,5,1,3,2,4,3,1,2,3,1,3,2,2,1,2,3,4,2,3,3,2,2,2,2,3,2,2,2,5,2,2,2,2,2,2,1,2,2,2,2,3,2,2,3,2,7,3,3,3,3,1,3,6,5,3,4,6,2,9,2,2,1,1,3,6,3,13,1
5,1044,13,3,2,3,49,4,2,6,3,3,3,3,3,2,3,3,2,2,5,2,3,4,5,4,4,5,5,3,3,3,4,3,3,3,1,4,4,4,4,4,4,2,2,2,2,1,1,1,1,1,1,2,1,5,1,4,3,3,3,3,5,3,3,1,2,4,1,1,1,1,1,3,4,3,3,2,3,2,3,2,2,2,2,1,2,2,4,3,3,3,3,3,4,4,4,4,4,4,4,4,4,1,1,1,4,4,1,3,3,2,1,1,1,1,1,1,2,1,4,4,1,2,5,4,2,8,4,1,4,5,1,1,2,6,2,3,98,2,5,6,2,13,1
5,1045,13,3,1,4,53,1,2,3,2,2,2,2,2,3,2,4,3,2,3,2,2,4,4,4,4,4,4,3,2,1,3,3,2,3,4,3,2,2,3,3,2,2,2,2,2,1,1,1,1,1,1,2,2,2, ,1,1,4,4,1,2,2,3,2,2,2,1,2,2,2,2,3,4,4,4,4,1,2,2,3,2,1,4,3,2,2,2,2,1,2,1,1,2,3,2,2,1,2,2,2,2,1,2,3,4,3,4,4,2,2,2,3,2,1,2,3,3,3,2,1,7,4,2,2,3,2,2,1,3,6,8,3,3,1,2,3,1,7,3,3,1,13,1
5,1046,13,3,2,1,22,1,2,3,2,1,2,2,2,1,1,3,1,1,3,2,3,3,4,2,3,2,1,2,2,2,2,2,3,2,2,3,3,3,3,4,2,2,2,1,2,1,2,3,2,2,1,3,2,2, ,2,1,3,4,1,2,2,4,4,1,4,1,2,3,1,4,2,5,5,5,5,1,3,2,4,2,2,4,1,1,2,4,1,3,3,3,3,3,4,3,3,1,2,1,2,3,1,1,1,2,2,1,1,1,3,1,1,1,1,2,2,1,1,3,1,3,2,4,2,2,6,4,5, , ,2,3,2,10,1,4,2,4,4,4,3,13,1
5,1047,13,3,1,4,62,1,1,4,2,2,2,2,1,2,1,3,1,2,1,1,2,4,5,4,4,4,4,1,1,2,2,2,3,3,2,2,2,2,3,4,3,1,2,2,2,1,1,1,1,1,1,3,2,2, ,2,1,3,3,1,2,1,4,1,4,4,2,2,2,2,4,3,2,2,2,2,2,3,2,3,2,3,4,1,1,3,3,3,1,2,3,2,3,3,3,3,1,1,1,1,1,1,1,1,2,4,1,2,1,3,1,1,1,1,1,1,2,2,4,3,5,3,3,2,2,2,3,1,3,2,1,1,1,1,2,4,98,10,3,4,1,13,1
